profile,actor,DPS,increase,
Single,Nadjia-TS_DD-MD_FF_RS,2920,9.18%,
Single,Draven-BfW-MD_FF_RS,2886,7.91%,
Single,Theotar-WP_SS-MD_FF_RS,2856,6.76%,
Single,Nadjia-TS-MD_FF_RS,2826,5.65%,
Single,Nadjia-TS_EP-MD_FF_RS,2817,5.33%,
Single,Theotar-WP-MD_FF_RS,2803,4.80%,
Single,Theotar-WP_RP-MD_FF_RS,2795,4.50%,
Single,Draven-MD_FF_RS,2769,3.54%,
Single,Base,2675,0.00%,
