profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Single,Kyrian,6084,1.00,0.51,0.46,0.46,0.44,0.29,
Single,Necrolord,6014,1.00,0.49,0.46,0.47,0.43,0.30,
Single,Venthyr,5992,1.00,0.44,0.46,0.48,0.43,0.30,
Single,Night_Fae,5839,1.00,0.45,0.46,0.48,0.44,0.31,
Single,Base,4983,1.00,0.49,0.46,0.46,0.44,0.36,
