profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Dungeons,Venthyr,6873,1.00,0.50,0.47,0.44,0.42,0.27,
Dungeons,Necrolord,6812,1.00,0.53,0.49,0.45,0.44,0.27,
Dungeons,Kyrian,6782,1.00,0.57,0.49,0.44,0.46,0.27,
Dungeons,Night_Fae,6583,1.00,0.53,0.50,0.46,0.44,0.28,
Dungeons,Base,5740,1.00,0.54,0.50,0.45,0.44,0.32,
