profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Single,Kyrian,6561,1.00,0.47,0.47,0.43,0.41,0.28,
Single,Necrolord,6365,1.00,0.52,0.47,0.43,0.43,0.29,
Single,Venthyr,6266,1.00,0.51,0.47,0.47,0.43,0.29,
Single,Night_Fae,6219,1.00,0.50,0.48,0.46,0.43,0.29,
Single,Base,5189,1.00,0.48,0.48,0.45,0.43,0.36,
