profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Composite,Kyrian,6993,1.00,0.50,0.48,0.42,0.41,0.26,
Composite,Necrolord,6810,1.00,0.54,0.48,0.43,0.42,0.27,
Composite,Venthyr,6657,1.00,0.54,0.48,0.46,0.43,0.27,
Composite,Night_Fae,6609,1.00,0.51,0.49,0.46,0.43,0.28,
Composite,Base,5561,1.00,0.50,0.49,0.44,0.43,0.33,
