profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Single,Venthyr,5770,1.00,0.50,0.37,0.35,0.39,0.28,
Single,Necrolord,5739,1.00,0.53,0.37,0.34,0.39,0.29,
Single,Night_Fae,5694,1.00,0.51,0.37,0.35,0.38,0.29,
Single,Kyrian,5568,1.00,0.52,0.38,0.34,0.37,0.29,
Single,Base,4541,1.00,0.45,0.37,0.38,0.39,0.36,
