profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Single,Venthyr,6099,1.00,0.45,0.38,0.40,0.40,0.27,
Single,Necrolord,6087,1.00,0.43,0.38,0.40,0.39,0.27,
Single,Kyrian,6057,1.00,0.38,0.38,0.41,0.38,0.27,
Single,Night_Fae,5945,1.00,0.37,0.38,0.40,0.39,0.28,
Single,Base,4850,1.00,0.41,0.38,0.44,0.39,0.34,
