profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Composite,Necrolord,6433,1.00,0.54,0.39,0.33,0.39,0.26,
Composite,Night_Fae,6392,1.00,0.50,0.39,0.33,0.38,0.26,
Composite,Venthyr,6373,1.00,0.52,0.38,0.33,0.38,0.26,
Composite,Kyrian,6252,1.00,0.51,0.39,0.32,0.37,0.27,
Composite,Base,5053,1.00,0.46,0.38,0.38,0.39,0.33,
