profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Dungeons,Necrolord_Pallid_Command,10251,1.00,0.53,0.50,0.48,0.49,0.20,
Dungeons,Necrolord_Shadowflame_Prism_Mindbender,9770,1.00,0.60,0.50,0.53,0.50,0.22,
Dungeons,Night_Fae_Shadowflame_Prism_Mindbender,9664,1.00,0.53,0.48,0.51,0.45,0.22,
Dungeons,Venthyr_Shadowflame_Prism_Mindbender,9568,1.00,0.54,0.48,0.49,0.46,0.22,
Dungeons,Venthyr_Shadow_Word_Manipulation,9567,1.00,0.53,0.52,0.51,0.50,0.22,
Dungeons,Kyrian_Talbadars_Stratagem,9524,1.00,0.54,0.52,0.50,0.49,0.22,
Dungeons,Base,8096,1.00,0.65,0.50,0.51,0.51,0.26,
