profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Composite,Kyrian,6204,1.00,0.53,0.46,0.47,0.41,0.30,
Composite,Necrolord,6136,1.00,0.55,0.46,0.45,0.43,0.30,
Composite,Venthyr,6069,1.00,0.52,0.46,0.48,0.43,0.30,
Composite,Night_Fae,5952,1.00,0.55,0.46,0.48,0.43,0.31,
Composite,Base,5098,1.00,0.52,0.46,0.47,0.43,0.36,
