profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
Composite,Necrolord,6897,1.00,0.47,0.37,0.37,0.39,0.25,
Composite,Kyrian,6816,1.00,0.42,0.37,0.38,0.38,0.25,
Composite,Venthyr,6774,1.00,0.46,0.38,0.38,0.40,0.25,
Composite,Night_Fae,6684,1.00,0.43,0.38,0.37,0.39,0.25,
Composite,Base,5333,1.00,0.40,0.37,0.42,0.40,0.31,
